MAG	Domain	Phylum	Class	Order	Family	Genus	Species
Sg_CRR933438_bin.125	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Wagnerdoeblera	Wagnerdoeblera megaterium
Sg_CRR933438_bin.126	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	RSA9	SH-MAG3	
Sg_CRR933438_bin.13	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ramlibacter	
Sg_CRR933438_bin.15	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Algicoccus	
Sg_CRR933438_bin.16	Bacteria	Pseudomonadota	Alphaproteobacteria	Dongiales	Dongiaceae		
Sg_CRR933438_bin.17	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microcella	
Sg_CRR933438_bin.18	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	JACDCH01	UBA9382	
Sg_CRR933438_bin.19	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	
Sg_CRR933438_bin.2	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae		
Sg_CRR933438_bin.20	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Aeromicrobium	
Sg_CRR933438_bin.21	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Aquabacterium	Aquabacterium fontiphilum
Sg_CRR933438_bin.22	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides_A	
Sg_CRR933438_bin.23	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	CALIZF01	
Sg_CRR933438_bin.24	Bacteria	Bacillota_I	Bacilli_A	Acholeplasmatales	Acholeplasmataceae	UBA2284	
Sg_CRR933438_bin.25	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales_A	JACZKS01	JACZKS01	
Sg_CRR933438_bin.28	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Dietzia	Dietzia natronolimnaea_A
Sg_CRR933438_bin.29	Bacteria	Actinomycetota	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae	Egicoccus	
Sg_CRR933438_bin.34	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ramlibacter	
Sg_CRR933438_bin.35	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Sep-70		
Sg_CRR933438_bin.36	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Leucobacter	
Sg_CRR933438_bin.37	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	JAHFQX01	JAHFQX01	JAHFQX01 sp023259135
Sg_CRR933438_bin.38	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium_G	
Sg_CRR933438_bin.41	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
Sg_CRR933438_bin.43	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Ga0077555	
Sg_CRR933438_bin.44	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Devosiaceae	Pelagibacterium	
Sg_CRR933438_bin.45	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Dietzia	
Sg_CRR933438_bin.46	Bacteria	Myxococcota	WYAZ01	WYAZ01	WYAZ01		
Sg_CRR933438_bin.47	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae_A	HS-T3	HS-T3 sp011125455
Sg_CRR933438_bin.48	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	
Sg_CRR933438_bin.50	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium meliloti_A
Sg_CRR933438_bin.51	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	JAFIFT01	
Sg_CRR933438_bin.53	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae		
Sg_CRR933438_bin.57	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ramlibacter	
Sg_CRR933438_bin.60	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_C	
Sg_CRR933438_bin.62	Bacteria	Pseudomonadota	Alphaproteobacteria	Kiloniellales	DSM-21159		
Sg_CRR933438_bin.63	Bacteria	Bacteroidota	Kapaibacteriia	Kapaibacteriales	UBA2268	PGYU01	
Sg_CRR933438_bin.65	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	UBA1413	UBA1413 sp030602265
Sg_CRR933438_bin.66	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	
Sg_CRR933438_bin.67	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	RSA9	SH-MAG3	
Sg_CRR933438_bin.68	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium pyrenivorans
Sg_CRR933438_bin.69	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Microtrichaceae	SKRR01	
Sg_CRR933438_bin.71	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Pseudolysinimonas	
Sg_CRR933438_bin.73	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas	Halopseudomonas phragmitis
Sg_CRR933438_bin.74	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Vreelandella	Vreelandella sp023485185
Sg_CRR933438_bin.76	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aquamicrobium_A	
Sg_CRR933438_bin.77	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Petrimonas	Petrimonas sp002356435
Sg_CRR933438_bin.78	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microcella	Microcella indica
Sg_CRR933438_bin.8	Bacteria	Pseudomonadota	Alphaproteobacteria	Ferrovibrionales	Ferrovibrionaceae	Ferrovibrio	
Sg_CRR933438_bin.80	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum	Proteiniphilum saccharofermentans
Sg_CRR933438_bin.83	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	P52-10	
Sg_CRR933438_bin.84	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Im1	Rhodoligotrophos	
Sg_CRR933438_bin.85	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	
Sg_CRR933438_bin.89	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	Fen-1342	CAADGM01	
Sg_CRR933438_bin.94	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides_A	
Sg_CRR933438_bin.95	Bacteria	Pseudomonadota	Gammaproteobacteria	Immundisolibacterales	Immundisolibacteraceae	Immundisolibacter	
Sg_CRR933438_bin.97	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microbacterium	
Sg_CRR933438_bin.98	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Marmoricola	
Sg_CRR933438_bin.99	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	JAABTL01	
Sg_CRR933439_bin.1	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	UBA1924	CAADGN01	CAADGN01 sp900696545
Sg_CRR933439_bin.100	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	Longimicrobiaceae	WHSP01	
Sg_CRR933439_bin.102	Bacteria	Chloroflexota	Dehalococcoidia	Tepidiformales	Tepidiformaceae	Tepidiforma	
Sg_CRR933439_bin.103	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	
Sg_CRR933439_bin.105	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_C	
Sg_CRR933439_bin.106	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microbacterium	
Sg_CRR933439_bin.109	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	UBA8139		
Sg_CRR933439_bin.110	Bacteria	Pseudomonadota	Alphaproteobacteria	Ferrovibrionales	Ferrovibrionaceae	JAHCJQ01	
Sg_CRR933439_bin.111	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	GCA-002788555		
Sg_CRR933439_bin.113	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	WLNW01	WLNW01	
Sg_CRR933439_bin.114	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	JACDCH01	UBA9382	
Sg_CRR933439_bin.117	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Sep-70		
Sg_CRR933439_bin.118	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	UBA1924	JAHBXL01	JAHBXL01 sp937995595
Sg_CRR933439_bin.119	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	
Sg_CRR933439_bin.120	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	Phototrophicaceae		
Sg_CRR933439_bin.121	Bacteria	Chloroflexota	Dehalococcoidia	UBA2979	UBA2979		
Sg_CRR933439_bin.122	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	JACDCH01	UBA9382	
Sg_CRR933439_bin.123	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	ZYF759	
Sg_CRR933439_bin.124	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	Longimicrobiaceae		
Sg_CRR933439_bin.125	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Ilumatobacter	
Sg_CRR933439_bin.126	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Geoalkalibacteraceae	Geoalkalibacter	Geoalkalibacter sp030605225
Sg_CRR933439_bin.127	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	SKKL01	SKKL01	
Sg_CRR933439_bin.128	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	JAUSIF01	
Sg_CRR933439_bin.129	Bacteria	Actinomycetota	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae	Egicoccus	
Sg_CRR933439_bin.13	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	
Sg_CRR933439_bin.132	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium neglectum
Sg_CRR933439_bin.14	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Leucobacter	
Sg_CRR933439_bin.15	Bacteria	Pseudomonadota	Alphaproteobacteria	CADEGL01	CADEGL01	CADEGL01	
Sg_CRR933439_bin.16	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	CAKKQX01	
Sg_CRR933439_bin.18	Bacteria	Chloroflexota	Anaerolineae	Caldilineales	Caldilineaceae	QEUY01	
Sg_CRR933439_bin.19	Bacteria	Actinomycetota	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae	Egicoccus	
Sg_CRR933439_bin.23	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	
Sg_CRR933439_bin.24	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae		
Sg_CRR933439_bin.25	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	
Sg_CRR933439_bin.28	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Elioraea	Elioraea tepidiphila
Sg_CRR933439_bin.29	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosospira	
Sg_CRR933439_bin.3	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Microtrichaceae	SKRR01	
Sg_CRR933439_bin.30	Bacteria	Actinomycetota	Thermoleophilia	Miltoncostaeales	Miltoncostaeaceae	Miltoncostaea	
Sg_CRR933439_bin.31	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	JAEUIK01		
Sg_CRR933439_bin.32	Bacteria	Actinomycetota	Actinomycetes	Jiangellales	Jiangellaceae		
Sg_CRR933439_bin.34	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella_A	Legionella_A londiniensis
Sg_CRR933439_bin.35	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	RSA9	SH-MAG3	
Sg_CRR933439_bin.36	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	
Sg_CRR933439_bin.38	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	UBA6910		
Sg_CRR933439_bin.39	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	JAGUYG01	
Sg_CRR933439_bin.4	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	JAGPUQ01	
Sg_CRR933439_bin.40	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
Sg_CRR933439_bin.42	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Nordella	
Sg_CRR933439_bin.43	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Sep-70		
Sg_CRR933439_bin.44	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Aquabacter	Aquabacter sp013911975
Sg_CRR933439_bin.46	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	SYBY01	
Sg_CRR933439_bin.47	Bacteria	Pseudomonadota	Alphaproteobacteria	GCA-2731375	GCA-2731375		
Sg_CRR933439_bin.48	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae		
Sg_CRR933439_bin.5	Bacteria	Pseudomonadota	Alphaproteobacteria	CADEGL01	CADEGL01	CADEGL01	
Sg_CRR933439_bin.50	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microbacterium	
Sg_CRR933439_bin.51	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	P52-10	
Sg_CRR933439_bin.54	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	P52-10	
Sg_CRR933439_bin.55	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae		
Sg_CRR933439_bin.56	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Im1	Rhodoligotrophos	
Sg_CRR933439_bin.58	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	JACDCH01	UBA9382	
Sg_CRR933439_bin.59	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Pseudolysinimonas	
Sg_CRR933439_bin.6	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	UBA4096	
Sg_CRR933439_bin.60	Bacteria	Patescibacteria	Microgenomatia	UBA1400	PJMF01	OMIS01	
Sg_CRR933439_bin.61	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	
Sg_CRR933439_bin.62	Bacteria	Pseudomonadota	Alphaproteobacteria	MPNO01	UBA2964	WHUE01	
Sg_CRR933439_bin.64	Bacteria	Chloroflexota	Dehalococcoidia	UBA2979	UBA2979	W-Chloroflexi-9	
Sg_CRR933439_bin.67	Bacteria	Pseudomonadota	Alphaproteobacteria	SMXQ01	SMXQ01		
Sg_CRR933439_bin.68	Bacteria	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales	JAEUWI01		
Sg_CRR933439_bin.70	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	G019454225	
Sg_CRR933439_bin.71	Bacteria	Pseudomonadota	Alphaproteobacteria	Ferrovibrionales	Ferrovibrionaceae		
Sg_CRR933439_bin.72	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	JACCES01	JACCES01 sp029263615
Sg_CRR933439_bin.73	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	CADCSY01	JAEKLB01	
Sg_CRR933439_bin.75	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Verticiella	
Sg_CRR933439_bin.76	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Wagnerdoeblera	
Sg_CRR933439_bin.77	Bacteria	Actinomycetota	Actinomycetes	S36-B12	S36-B12		
Sg_CRR933439_bin.8	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Sep-70	VAYN01	
Sg_CRR933439_bin.80	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Extensimonas	
Sg_CRR933439_bin.81	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ramlibacter	
Sg_CRR933439_bin.82	Bacteria	Bacillota_A	Clostridia	Tissierellales	Tissierellaceae	Soehngenia	Soehngenia sp014360205
Sg_CRR933439_bin.83	Bacteria	Pseudomonadota	Alphaproteobacteria	Bin65	Bin65	SBBV01	
Sg_CRR933439_bin.84	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	SKSP01	
Sg_CRR933439_bin.85	Bacteria	Armatimonadota	SYMT01	SYMT01	SYMT01		
Sg_CRR933439_bin.86	Bacteria	Chloroflexota	Anaerolineae	Caldilineales	Caldilineaceae	Caldilinea	
Sg_CRR933439_bin.87	Bacteria	Chloroflexota	Dehalococcoidia	UBA2979	UBA2979	W-Chloroflexi-9	
Sg_CRR933439_bin.88	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA10027	Mycosynbacter	
Sg_CRR933439_bin.9	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	JADGHE01	
Sg_CRR933439_bin.90	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Govaniaceae	PRO5	
Sg_CRR933439_bin.91	Bacteria	Pseudomonadota	Alphaproteobacteria	SHVZ01	SHVZ01	SHVZ01	
Sg_CRR933439_bin.93	Bacteria	Pseudomonadota	Alphaproteobacteria	JAJUGE01	JAJUGE01		
Sg_CRR933439_bin.94	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	UBA6163	
Sg_CRR933439_bin.95	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Achromobacter	Achromobacter animicus
Sg_CRR933439_bin.96	Bacteria	Pseudomonadota	Gammaproteobacteria	Immundisolibacterales	Immundisolibacteraceae	Immundisolibacter	
Sg_CRR933439_bin.98	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Dietzia	Dietzia cercidiphylli
Sg_CRR933440_bin.10	Bacteria	Bacillota_B	Desulfotomaculia	Desulfotomaculales	Nap2-2B		
Sg_CRR933440_bin.100	Bacteria	Patescibacteria	Microgenomatia	UBA12405	BS750m-G30		
Sg_CRR933440_bin.101	Bacteria	Eremiobacterota	JACPDS01	JACPDS01			
Sg_CRR933440_bin.104	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	JACABE01	JACABE01	
Sg_CRR933440_bin.105	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	Fen-1342	JALSRY01	
Sg_CRR933440_bin.106	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	UBA4778		
Sg_CRR933440_bin.107	Bacteria	Acidobacteriota	Aminicenantia	UBA2199			
Sg_CRR933440_bin.108	Bacteria	Bacillota_B	Peptococcia	DRI-13	DRI-13	UBA6129	
Sg_CRR933440_bin.109	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	UBA4781	
Sg_CRR933440_bin.11	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Pelolinea	
Sg_CRR933440_bin.110	Bacteria	Patescibacteria	Paceibacteria	Moranbacterales	UBA2206		
Sg_CRR933440_bin.112	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella gormanii
Sg_CRR933440_bin.114	Bacteria	Patescibacteria	Dojkabacteria	SC72	SC72	UBA2177	UBA2177 sp022840695
Sg_CRR933440_bin.116	Bacteria	Poribacteria	DTPJ01	DTPJ01	DTPJ01		
Sg_CRR933440_bin.117	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Giesbergeria	Giesbergeria sp001770955
Sg_CRR933440_bin.118	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	JAKQTR01		
Sg_CRR933440_bin.119	Bacteria	Poribacteria	DTPJ01	DTPJ01	DTPJ01		
Sg_CRR933440_bin.120	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Pseudopelobacteraceae	Trichlorobacter	Trichlorobacter lovleyi
Sg_CRR933440_bin.122	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Sulfuricystis	Sulfuricystis sp024709955
Sg_CRR933440_bin.124	Bacteria	Ratteibacteria	UBA8468	B48-G9	JAFGKM01	JAFGKM01	
Sg_CRR933440_bin.126	Bacteria	Omnitrophota	Koll11	Duberdicusellales	4484-171	JAJYOP01	
Sg_CRR933440_bin.127	Bacteria	Patescibacteria	ABY1	BM507	UBA917	UBA1359	UBA1359 sp022705845
Sg_CRR933440_bin.13	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	SURF-40	SURF-40	
Sg_CRR933440_bin.132	Bacteria	Acidobacteriota	UBA4820	UBA4820	UBA4820	UBA4820	
Sg_CRR933440_bin.133	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Limisphaerales	UBA8199	JARKQH01	JARKQH01 sp029974925
Sg_CRR933440_bin.134	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium	
Sg_CRR933440_bin.135	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea	
Sg_CRR933440_bin.136	Bacteria	Hinthialibacterota	Hinthialibacteria	Hinthialibacterales	Hinthialibacteraceae		
Sg_CRR933440_bin.137	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Desulfobacillus	Desulfobacillus sp003105015
Sg_CRR933440_bin.14	Bacteria	Patescibacteria	ABY1	BM507	UBA12465	UBA12465	
Sg_CRR933440_bin.141	Bacteria	Wallbacteria	UBA9980				
Sg_CRR933440_bin.142	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA5633	UBA5633	
Sg_CRR933440_bin.143	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Limisphaerales	MWDV01	MWDV01	
Sg_CRR933440_bin.145	Bacteria	Eremiobacterota	JAJTBE01	JAJTBE01			
Sg_CRR933440_bin.147	Bacteria	Bacillota_B	Desulfotomaculia	Desulfotomaculales	Desulfocucumaceae		
Sg_CRR933440_bin.148	Bacteria	Bacillota_B	Desulfotomaculia	Desulfotomaculales	Nap2-2B	46-80	
Sg_CRR933440_bin.149	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Smithellaceae		
Sg_CRR933440_bin.15	Bacteria	Bacteroidota	UBA10030	UBA10030	UBA8401	SpSt-333	
Sg_CRR933440_bin.150	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	Sulfurospirillum sp001602955
Sg_CRR933440_bin.151	Bacteria	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales	SLHB01	DSVR01	DSVR01 sp029555585
Sg_CRR933440_bin.152	Bacteria	Margulisbacteria	WOR-1	O2-12-FULL-45-9	XYB2-FULL-48-7		
Sg_CRR933440_bin.155	Bacteria	Patescibacteria	Microgenomatia	UBA12405	UBA12405	UBA1372	
Sg_CRR933440_bin.156	Bacteria	Patescibacteria	Paceibacteria	UBA6257	JAPLYJ01		
Sg_CRR933440_bin.158	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	JAGPLX01	JAGPLX01 sp029974695
Sg_CRR933440_bin.159	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Thermoguttaceae	CALFBP01	
Sg_CRR933440_bin.161	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	UBA2210	UBA6078	
Sg_CRR933440_bin.163	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	JAAYTX01	JAAYTX01	
Sg_CRR933440_bin.164	Bacteria	Spirochaetota	Spirochaetia	Sphaerochaetales	Sphaerochaetaceae	UBA8525	
Sg_CRR933440_bin.167	Bacteria	Patescibacteria	Microgenomatia	UBA1400	RBG-16-45-19	SZUA-360	
Sg_CRR933440_bin.168	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	JAAYVZ01	
Sg_CRR933440_bin.170	Bacteria	Patescibacteria	Dojkabacteria	B142	OLB20	JAKQLP01	
Sg_CRR933440_bin.171	Bacteria	Bacillota_B	Moorellia				
Sg_CRR933440_bin.172	Bacteria	Bacteroidota	Kapaibacteriia	Kapaibacteriales	UBA2268	UBA2268	
Sg_CRR933440_bin.174	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA10027	CAMEGH01	
Sg_CRR933440_bin.175	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium sp024699945
Sg_CRR933440_bin.178	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	WLNW01	WLNW01	
Sg_CRR933440_bin.179	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Smithellaceae	UBA8904	UBA8904 sp012797505
Sg_CRR933440_bin.181	Bacteria	Patescibacteria	JAHJAL01	JAHJAL01	JAHJAL01		
Sg_CRR933440_bin.182	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	UBA4823	UBA4823	
Sg_CRR933440_bin.183	Bacteria	Omnitrophota	Koll11	Gygaellales	Profunditerraquicolaceae		
Sg_CRR933440_bin.186	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae		
Sg_CRR933440_bin.187	Bacteria	Chloroflexota	Dehalococcoidia	GIF9	DYGU01		
Sg_CRR933440_bin.189	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Sulfuricystis	
Sg_CRR933440_bin.19	Bacteria	Omnitrophota	Koll11	Gygaellales	Profunditerraquicolaceae	JAGOOP01	
Sg_CRR933440_bin.190	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	UBA5619	JAKAFS01	JAKAFS01 sp021372415
