MAG,Domain,Phylum,Class,Order,Family,Genus,Species
Sg_CRR933437_bin.17,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,CAJCIW01,Unassigned
Sg_CRR933437_bin.18,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rubrivivax,Unassigned
Sg_CRR933437_bin.19,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,Unassigned,Unassigned
Sg_CRR933437_bin.2,Bacteria,Myxococcota,UBA796,UBA796,SXON01,SXON01,Unassigned
Sg_CRR933437_bin.20,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Bauldia,Unassigned
Sg_CRR933437_bin.21,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,UBA3002,JAFLDD01,Unassigned
Sg_CRR933437_bin.22,Bacteria,Planctomycetota,JAJSAM01,JAKLKS01,JAJVHW01,JAJVHW01,Unassigned
Sg_CRR933437_bin.23,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,PALSA-1355,JALHMI01,Unassigned
Sg_CRR933437_bin.24,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned
Sg_CRR933437_bin.25,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,CANDYO01,CANDYO01,Unassigned
Sg_CRR933437_bin.27,Bacteria,Pseudomonadota,Gammaproteobacteria,Nevskiales,Nevskiaceae,Panacagrimonas,Unassigned
Sg_CRR933437_bin.28,Bacteria,Patescibacteria,Paceibacteria,UBA9973,XYD1-FULL-46-19,JAUPUJ01,JAUPUJ01 sp030917625
Sg_CRR933437_bin.29,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,GCA-2737725,Unassigned
Sg_CRR933437_bin.3,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,P52-10,Unassigned
Sg_CRR933437_bin.30,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,JABWBC01,Unassigned
Sg_CRR933437_bin.31,Bacteria,Pseudomonadota,Alphaproteobacteria,Kiloniellales,JACOMY01,JAKOWB01,Unassigned
Sg_CRR933437_bin.32,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Patulibacter,Patulibacter sp009699505
Sg_CRR933437_bin.33,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,M30B19,Unassigned
Sg_CRR933437_bin.34,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,CAISIP01,Unassigned
Sg_CRR933437_bin.35,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,UBA2999,12-FULL-67-14b,Unassigned
Sg_CRR933437_bin.36,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA6669,Unassigned
Sg_CRR933437_bin.37,Bacteria,Planctomycetota,B15-G4,B15-G4,JADJEK01,JADJEK01,Unassigned
Sg_CRR933437_bin.38,Bacteria,Bacteroidota,Kapaibacteriia,Kapaibacteriales,Kapaibacteriaceae,UBA10438,Unassigned
Sg_CRR933437_bin.39,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,F1-120-MAGs118,Unassigned
Sg_CRR933437_bin.4,Bacteria,Pseudomonadota,Gammaproteobacteria,Nevskiales,Nevskiaceae,Unassigned,Unassigned
Sg_CRR933437_bin.40,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unassigned
Sg_CRR933437_bin.41,Bacteria,Pseudomonadota,Gammaproteobacteria,Nevskiales,Nevskiaceae,Nevskia,Nevskia sp026398815
Sg_CRR933437_bin.42,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,JABFRZ01,Unassigned
Sg_CRR933437_bin.43,Bacteria,Pseudomonadota,Alphaproteobacteria,Bin65,Bin65,SBBV01,Unassigned
Sg_CRR933437_bin.44,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,UBA668,UBA668 sp030685215
Sg_CRR933437_bin.45,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Unassigned
Sg_CRR933437_bin.46,Bacteria,Pseudomonadota,Gammaproteobacteria,Ga0077536,Ga0077536,CAIKBL01,Unassigned
Sg_CRR933437_bin.47,Bacteria,Planctomycetota,Planctomycetia,Pan216,Pan216,Unassigned,Unassigned
Sg_CRR933437_bin.48,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Unassigned
Sg_CRR933437_bin.49,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,JAKFYL01,Unassigned
Sg_CRR933437_bin.5,Bacteria,Pseudomonadota,Gammaproteobacteria,Nevskiales,Nevskiaceae,Panacagrimonas,Unassigned
Sg_CRR933437_bin.50,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,SG8-39,RBG-16-66-20,Unassigned
Sg_CRR933437_bin.51,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unassigned
Sg_CRR933437_bin.52,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Paraconexibacter,Unassigned
Sg_CRR933437_bin.53,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,UBA6265,JACCXM01,Unassigned
Sg_CRR933437_bin.54,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,JALHNI01,Unassigned
Sg_CRR933437_bin.55,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,Unassigned
Sg_CRR933437_bin.56,Bacteria,Acidobacteriota,Blastocatellia,RBC074,RBC074,RBC074,Unassigned
Sg_CRR933437_bin.57,Bacteria,Pseudomonadota,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,Reyranella massiliensis_A
Sg_CRR933437_bin.58,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA6065,UBA6065,Unassigned
Sg_CRR933437_bin.59,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas_A,Pseudoxanthomonas_A sp946886695
Sg_CRR933437_bin.6,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,Unassigned
Sg_CRR933437_bin.60,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Unassigned
Sg_CRR933437_bin.61,Bacteria,Desulfobacterota,Binatia,UBA1149,CAITLU01,Unassigned,Unassigned
Sg_CRR933437_bin.62,Bacteria,Pseudomonadota,Gammaproteobacteria,Immundisolibacterales,Immundisolibacteraceae,Immundisolibacter,Unassigned
Sg_CRR933437_bin.63,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA2103,C7867-001,Unassigned
Sg_CRR933437_bin.64,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Sep-70,67-14,Unassigned
Sg_CRR933437_bin.65,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JACMQX01,Unassigned
Sg_CRR933437_bin.66,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,JACPNS01,JACPNS01,Unassigned
Sg_CRR933437_bin.67,Bacteria,Myxococcota,UBA9160,UBA9160,UBA4427,UBA4427,Unassigned
Sg_CRR933437_bin.68,Bacteria,Actinomycetota,Actinomycetes,Nanopelagicales,Nanopelagicaceae,QYPT01,Unassigned
Sg_CRR933437_bin.69,Bacteria,Pseudomonadota,Alphaproteobacteria,CACIAM-22H2,CACIAM-22H2,JAEUKZ01,Unassigned
Sg_CRR933437_bin.70,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Unassigned,Unassigned
Sg_CRR933437_bin.71,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Lacibacter,Unassigned
Sg_CRR933437_bin.72,Bacteria,Pseudomonadota,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,Unassigned
Sg_CRR933437_bin.73,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium hippocampi_A
Sg_CRR933437_bin.74,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Piscinibacter,Unassigned
Sg_CRR933437_bin.75,Bacteria,Actinomycetota,Thermoleophilia,Miltoncostaeales,Miltoncostaeaceae,Miltoncostaea,Unassigned
Sg_CRR933437_bin.76,Bacteria,Pseudomonadota,Alphaproteobacteria,CADEGL01,CADEGL01,CADEGL01,Unassigned
Sg_CRR933437_bin.77,Bacteria,Pseudomonadota,Alphaproteobacteria,Micropepsales,Micropepsaceae,SZUA-430,Unassigned
Sg_CRR933437_bin.79,Bacteria,Pseudomonadota,Gammaproteobacteria,Ga0077536,Ga0077536,Ga0077536,Ga0077536 sp001464935
Sg_CRR933437_bin.8,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Sep-70,67-14,Unassigned
Sg_CRR933437_bin.80,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Limisphaerales,Unassigned,Unassigned,Unassigned
Sg_CRR933437_bin.81,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Unassigned
Sg_CRR933437_bin.82,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,Unassigned
Sg_CRR933437_bin.83,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium sp000471045
Sg_CRR933437_bin.84,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,JAGPUQ01,JAGPUQ01 sp016708925
Sg_CRR933437_bin.86,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Limisphaerales,UBA9464,SXSK01,Unassigned
Sg_CRR933437_bin.87,Bacteria,Bacteroidota,Bacteroidia,Palsa-965,Palsa-965,VBWE01,Unassigned
Sg_CRR933437_bin.88,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,SG8-39,SZAS-79,Unassigned
Sg_CRR933437_bin.89,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Aestuariivirgaceae,Aestuariivirga,Unassigned
Sg_CRR933437_bin.9,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,DAIDHZ01,Unassigned
Sg_CRR933437_bin.90,Bacteria,Pseudomonadota,Alphaproteobacteria,Micropepsales,Micropepsaceae,SZUA-430,Unassigned
Sg_CRR933437_bin.91,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,UBA2363,Pseudofulvimonas,Unassigned
Sg_CRR933437_bin.92,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Urbifossiella,Unassigned
Sg_CRR933437_bin.93,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Variovorax,Variovorax sp900115375
Sg_CRR933437_bin.94,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,SCN-70-22,Unassigned
Sg_CRR933437_bin.95,Bacteria,Planctomycetota,SZUA-567,H5-PLA8,H5-PLA8,H5-PLA8,Unassigned
Sg_CRR933437_bin.96,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Unassigned
Sg_CRR933437_bin.97,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,JACPNS01,JACPNS01,Unassigned
Sg_CRR933437_bin.98,Bacteria,Pseudomonadota,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,Dongia sp016794165
Sg_CRR933437_bin.99,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,Unassigned,Unassigned
Sg_CRR933438_bin.10,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,Unassigned
Sg_CRR933438_bin.102,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,Thauera propionica
Sg_CRR933438_bin.106,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,UBA1413,Unassigned
Sg_CRR933438_bin.11,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp002280565
Sg_CRR933438_bin.110,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,LNNU-3342,Unassigned
Sg_CRR933438_bin.111,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pararhodobacter,Unassigned
Sg_CRR933438_bin.112,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Unassigned,Unassigned
Sg_CRR933438_bin.113,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium,Unassigned
Sg_CRR933438_bin.114,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides_C,Unassigned
Sg_CRR933438_bin.115,Bacteria,Actinomycetota,Thermoleophilia,Miltoncostaeales,Miltoncostaeaceae,Unassigned,Unassigned
Sg_CRR933438_bin.116,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Paraconexibacter,Unassigned
Sg_CRR933438_bin.117,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,Stutzerimonas decontaminans
Sg_CRR933438_bin.119,Bacteria,Patescibacteria,Paceibacteria,Paceibacterales,GCA-002788555,JAQUPA01,Unassigned
Sg_CRR933438_bin.12,Bacteria,Pseudomonadota,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
Sg_CRR933438_bin.120,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Algicoccus,Unassigned
Sg_CRR933438_bin.122,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aquamicrobium_A,Aquamicrobium_A sp014860725
Sg_CRR933438_bin.123,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Stappiaceae,Roseibium,Unassigned
Sg_CRR933438_bin.125,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Wagnerdoeblera,Wagnerdoeblera megaterium
Sg_CRR933438_bin.126,Bacteria,Gemmatimonadota,Gemmatimonadetes,Longimicrobiales,RSA9,SH-MAG3,Unassigned
Sg_CRR933438_bin.13,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ramlibacter,Unassigned
Sg_CRR933438_bin.15,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Algicoccus,Unassigned
Sg_CRR933438_bin.16,Bacteria,Pseudomonadota,Alphaproteobacteria,Dongiales,Dongiaceae,Unassigned,Unassigned
Sg_CRR933438_bin.17,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microcella,Unassigned
Sg_CRR933438_bin.18,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,JACDCH01,UBA9382,Unassigned
Sg_CRR933438_bin.19,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Unassigned
Sg_CRR933438_bin.2,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Unassigned,Unassigned
Sg_CRR933438_bin.20,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Unassigned
Sg_CRR933438_bin.21,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Aquabacterium,Aquabacterium fontiphilum
Sg_CRR933438_bin.22,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides_A,Unassigned
Sg_CRR933438_bin.23,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,CALIZF01,Unassigned
Sg_CRR933438_bin.24,Bacteria,Bacillota,Bacilli_A,Acholeplasmatales,Acholeplasmataceae,UBA2284,Unassigned
Sg_CRR933438_bin.25,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales_A,JACZKS01,JACZKS01,Unassigned
Sg_CRR933438_bin.28,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Dietzia,Dietzia natronolimnaea_A
Sg_CRR933438_bin.29,Bacteria,Actinomycetota,Nitriliruptoria,Nitriliruptorales,Nitriliruptoraceae,Egicoccus,Unassigned
Sg_CRR933438_bin.34,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ramlibacter,Unassigned
Sg_CRR933438_bin.35,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Sep-70,Unassigned,Unassigned
Sg_CRR933438_bin.36,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Leucobacter,Unassigned
Sg_CRR933438_bin.37,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,JAHFQX01,JAHFQX01,JAHFQX01 sp023259135
Sg_CRR933438_bin.38,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium_G,Unassigned
Sg_CRR933438_bin.41,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Unassigned,Unassigned
Sg_CRR933438_bin.43,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Ga0077555,Unassigned
Sg_CRR933438_bin.44,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Devosiaceae,Pelagibacterium,Unassigned
Sg_CRR933438_bin.45,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Dietzia,Unassigned
Sg_CRR933438_bin.46,Bacteria,Myxococcota,WYAZ01,WYAZ01,WYAZ01,Unassigned,Unassigned
Sg_CRR933438_bin.47,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Parachlamydiaceae_A,HS-T3,HS-T3 sp011125455
Sg_CRR933438_bin.48,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Unassigned
Sg_CRR933438_bin.50,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium meliloti_A
Sg_CRR933438_bin.51,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,JAFIFT01,Unassigned
Sg_CRR933438_bin.53,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Unassigned,Unassigned
Sg_CRR933438_bin.57,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ramlibacter,Unassigned
Sg_CRR933438_bin.60,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium_C,Unassigned
Sg_CRR933438_bin.62,Bacteria,Pseudomonadota,Alphaproteobacteria,Kiloniellales,DSM-21159,Unassigned,Unassigned
Sg_CRR933438_bin.63,Bacteria,Bacteroidota,Kapaibacteriia,Kapaibacteriales,UBA2268,PGYU01,Unassigned
Sg_CRR933438_bin.65,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,UBA1413,UBA1413 sp030602265
Sg_CRR933438_bin.66,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,Unassigned
Sg_CRR933438_bin.67,Bacteria,Gemmatimonadota,Gemmatimonadetes,Longimicrobiales,RSA9,SH-MAG3,Unassigned
Sg_CRR933438_bin.68,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium pyrenivorans
Sg_CRR933438_bin.69,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Microtrichaceae,SKRR01,Unassigned
Sg_CRR933438_bin.71,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Pseudolysinimonas,Unassigned
Sg_CRR933438_bin.73,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Halopseudomonas,Halopseudomonas phragmitis
Sg_CRR933438_bin.74,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Vreelandella,Vreelandella sp023485185
Sg_CRR933438_bin.76,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aquamicrobium_A,Unassigned
Sg_CRR933438_bin.77,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Petrimonas,Petrimonas sp002356435
Sg_CRR933438_bin.78,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microcella,Microcella indica
Sg_CRR933438_bin.8,Bacteria,Pseudomonadota,Alphaproteobacteria,Ferrovibrionales,Ferrovibrionaceae,Ferrovibrio,Unassigned
Sg_CRR933438_bin.80,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,Proteiniphilum saccharofermentans
Sg_CRR933438_bin.83,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,P52-10,Unassigned
Sg_CRR933438_bin.84,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Im1,Rhodoligotrophos,Unassigned
Sg_CRR933438_bin.85,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudorhodoplanes,Unassigned
Sg_CRR933438_bin.89,Bacteria,Planctomycetota,Phycisphaerae,UBA1845,Fen-1342,CAADGM01,Unassigned
Sg_CRR933438_bin.94,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides_A,Unassigned
Sg_CRR933438_bin.95,Bacteria,Pseudomonadota,Gammaproteobacteria,Immundisolibacterales,Immundisolibacteraceae,Immundisolibacter,Unassigned
Sg_CRR933438_bin.97,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium,Unassigned
Sg_CRR933438_bin.98,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Marmoricola,Unassigned
Sg_CRR933438_bin.99,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,JAABTL01,Unassigned
Sg_CRR933439_bin.1,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,CAADGN01,CAADGN01 sp900696545
Sg_CRR933439_bin.100,Bacteria,Gemmatimonadota,Gemmatimonadetes,Longimicrobiales,Longimicrobiaceae,WHSP01,Unassigned
Sg_CRR933439_bin.102,Bacteria,Chloroflexota,Dehalococcoidia,Tepidiformales,Tepidiformaceae,Tepidiforma,Unassigned
Sg_CRR933439_bin.103,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,Unassigned
Sg_CRR933439_bin.105,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium_C,Unassigned
Sg_CRR933439_bin.106,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium,Unassigned
Sg_CRR933439_bin.109,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,UBA8139,Unassigned,Unassigned
Sg_CRR933439_bin.110,Bacteria,Pseudomonadota,Alphaproteobacteria,Ferrovibrionales,Ferrovibrionaceae,JAHCJQ01,Unassigned
Sg_CRR933439_bin.111,Bacteria,Patescibacteria,Paceibacteria,Paceibacterales,GCA-002788555,Unassigned,Unassigned
Sg_CRR933439_bin.113,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,WLNW01,WLNW01,Unassigned
Sg_CRR933439_bin.114,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,JACDCH01,UBA9382,Unassigned
Sg_CRR933439_bin.117,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Sep-70,Unassigned,Unassigned
Sg_CRR933439_bin.118,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,JAHBXL01,JAHBXL01 sp937995595
Sg_CRR933439_bin.119,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,Unassigned
Sg_CRR933439_bin.120,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,Phototrophicaceae,Unassigned,Unassigned
Sg_CRR933439_bin.121,Bacteria,Chloroflexota,Dehalococcoidia,UBA2979,UBA2979,Unassigned,Unassigned
Sg_CRR933439_bin.122,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,JACDCH01,UBA9382,Unassigned
Sg_CRR933439_bin.123,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,ZYF759,Unassigned
Sg_CRR933439_bin.124,Bacteria,Gemmatimonadota,Gemmatimonadetes,Longimicrobiales,Longimicrobiaceae,Unassigned,Unassigned
Sg_CRR933439_bin.125,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter,Unassigned
Sg_CRR933439_bin.126,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Geoalkalibacteraceae,Geoalkalibacter,Geoalkalibacter sp030605225
Sg_CRR933439_bin.127,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,SKKL01,SKKL01,Unassigned
Sg_CRR933439_bin.128,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,JAUSIF01,Unassigned
Sg_CRR933439_bin.129,Bacteria,Actinomycetota,Nitriliruptoria,Nitriliruptorales,Nitriliruptoraceae,Egicoccus,Unassigned
Sg_CRR933439_bin.13,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,Unassigned
Sg_CRR933439_bin.132,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium neglectum
Sg_CRR933439_bin.14,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Leucobacter,Unassigned
Sg_CRR933439_bin.15,Bacteria,Pseudomonadota,Alphaproteobacteria,CADEGL01,CADEGL01,CADEGL01,Unassigned
Sg_CRR933439_bin.16,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,SG8-41,CAKKQX01,Unassigned
Sg_CRR933439_bin.18,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,QEUY01,Unassigned
Sg_CRR933439_bin.19,Bacteria,Actinomycetota,Nitriliruptoria,Nitriliruptorales,Nitriliruptoraceae,Egicoccus,Unassigned
Sg_CRR933439_bin.23,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Unassigned
Sg_CRR933439_bin.24,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Unassigned,Unassigned
